0,4581.5363
1,4581.5152
2,4581.4855
3,4581.2217
4,4581.2217
5,4581.5078
6,4581.7756
7,4581.7066
8,4581.4865
9,4581.5010
10,4581.5098
11,4581.5362
12,4581.6100
13,4581.7492
14,4581.8239
15,4581.8195
16,4581.6468
17,4580.5939
18,4580.9984
19,4580.8406
20,4580.8362
21,4580.8410
22,4580.8106
23,4580.7482
24,4580.9083
25,4582.4142
26,4582.5999
27,4582.6228
28,4582.6753
29,4582.7941
30,4582.8094
31,4582.8094
32,4582.9004
33,4583.0926
34,4583.0771
35,4584.1781
36,4584.9650
37,4585.3433
38,4585.6620
39,4585.7737
40,4585.8632
41,4585.8647
42,4585.7790
43,4586.4482
44,4586.9493
45,4586.4190
46,4586.5310
47,4586.6766
48,4586.6312
49,4586.6438
50,4586.6174
51,4585.9864
52,4584.2929
53,4584.1959
54,4584.1707
55,4584.1830
56,4584.1918
57,4584.2025
58,4584.4249
59,4584.4843
60,4584.4934
61,4584.5000
62,4584.6011
63,4584.3844
64,4584.2446
65,4584.2392
66,4584.2216
67,4583.8745
68,4583.6093
69,4583.7705
70,4582.3919
71,4581.8660
72,4581.8616
73,4581.8554
74,4581.8643
75,4581.8526
76,4581.8546
77,4581.8941
78,4580.4856
79,4580.2262
80,4579.8741
81,4580.0444
82,4579.9146
83,4578.5277
84,4578.8015
85,4578.9073
86,4579.0883
87,4579.2471
88,4579.6548
89,4579.9663
90,4579.9724
91,4579.5014
92,4579.5060
93,4579.4093
94,4579.1721
95,4578.3498
96,4578.6288
97,4578.4618
98,4578.8971
99,4578.8198
100,4578.8791
101,4578.8791
102,4578.7811
103,4578.7832
104,4578.7831
105,4578.7788
106,4578.7845
107,4578.7845
108,4578.7845
109,4578.8385
110,4578.6355
111,4578.6258
112,4578.6218
113,4578.6295
114,4578.7534
115,4578.6804
116,4578.6848
117,4578.7805
118,4578.5246
119,4578.5167
120,4578.4574
121,4577.1601
122,4577.1566
123,4577.0981
124,4577.1080
125,4577.1080
126,4577.5287
127,4577.7898
128,4577.7942
129,4577.7942
130,4577.7898
131,4578.4471
132,4578.4515
133,4578.4516
134,4578.5122
135,4578.8024
136,4578.8044
137,4578.8044
138,4578.8044
139,4578.8819
140,4578.8819
141,4578.9473
142,4580.6511
143,4580.7761
144,4580.7760
145,4580.7592
146,4580.7593
147,4581.3404
148,4581.3591
149,4581.3542
150,4581.3542
151,4581.5902
152,4582.0959
153,4583.5932
154,4583.5813
155,4584.4219
156,4584.5405
157,4584.6038
158,4584.3528
159,4584.4944
160,4584.4511
161,4584.2828
162,4584.3659
163,4584.6320
164,4584.6340
165,4584.6320
166,4585.0094
167,4584.9536
168,4584.8855
169,4584.8933
170,4584.6395
171,4584.5150
172,4584.6802
173,4584.6802
174,4584.7220
175,4584.8084
176,4584.8035
177,4584.8110
178,4584.8153
179,4584.8042
180,4584.8108
181,4584.8503
182,4584.8807
183,4584.8613
184,4585.0288
185,4585.0356
186,4585.0291
187,4585.1346
188,4585.1346
189,4585.1346
190,4585.1346
191,4585.2560
192,4586.3546
193,4585.6395
194,4585.3256
195,4585.3083
196,4585.3018
197,4585.5235
198,4585.4083
199,4585.4083
200,4585.4022
201,4585.4154
202,4585.4426
203,4585.3994
204,4585.4077
205,4585.4157
206,4585.4157
207,4585.4065
208,4585.4027
209,4585.4027
210,4585.2103
211,4584.8881
212,4585.3572
213,4585.5385
214,4585.0497
215,4584.9390
216,4584.8796
217,4584.8752
218,4584.8472
219,4584.7839
220,4584.7795
221,4584.7775
222,4584.7942
223,4584.7986
224,4584.7986
225,4584.7942
226,4584.8355
227,4584.8253
228,4584.8329
229,4584.9089
230,4585.0069
231,4584.9146
232,4585.0069
233,4584.9983
234,4584.9279
235,4584.9280
236,4584.9135
237,4584.9165
238,4584.9152
239,4584.9165
240,4584.9165
241,4584.9443
242,4584.9436
243,4584.9402
244,4584.9666
245,4585.1313
246,4585.2492
247,4585.1411
248,4585.1776
249,4585.1337
250,4585.0443
251,4585.0008
252,4584.9964
253,4585.1415
254,4585.1371
255,4584.9657
256,4584.9657
257,4584.9129
258,4584.9173
259,4584.9129
260,4584.8114
261,4584.4382
262,4584.4292
263,4584.1673
264,4582.9136
265,4582.5497
266,4581.9951
267,4581.8075
268,4580.8663
269,4580.5325
270,4580.5473
271,4580.6860
272,4580.6831
273,4580.1270
274,4580.0471
275,4580.0032
276,4579.9768
277,4579.4506
278,4579.4651
279,4579.4651
280,4579.4457
281,4578.6265
282,4578.6478
283,4578.3825
284,4577.8069
285,4577.7980
286,4577.7826
287,4577.7627
288,4577.6940
289,4578.1160
290,4578.2601
291,4578.3010
292,4578.5309
293,4578.5309
294,4578.5118
295,4578.5353
296,4578.5220
297,4578.5220
298,4578.5220
299,4578.5264
300,4578.5880
301,4578.5890
302,4579.4305
303,4579.5012
304,4579.5934
305,4580.7247
306,4580.7308
307,4581.0886
308,4581.7298
309,4581.6889
310,4581.5192
311,4581.5022
312,4581.7172
313,4581.6864
314,4581.8271
315,4581.6545
316,4581.9699
317,4582.0674
318,4582.0279
319,4582.0242
320,4582.2106
321,4582.2150
322,4582.2460
323,4582.2406
324,4581.9745
325,4581.9281
326,4581.5594
327,4581.0875
328,4580.6836
329,4580.6468
330,4580.6336
331,4580.6292
332,4580.5369
333,4580.4622
334,4580.4602
335,4580.4355
336,4580.7320
337,4580.8666
338,4580.8749
339,4581.1628
340,4581.1104
341,4581.0312
342,4581.0312
343,4580.9240
344,4580.9283
345,4581.0308
346,4581.0399
347,4581.0412
348,4580.9696
349,4580.9717
350,4580.9729
351,4580.9773
352,4581.0059
353,4581.0059
354,4581.0625
355,4581.0625
356,4581.0656
357,4581.0612
358,4580.3551
359,4580.1913
360,4580.2316
361,4579.9506
362,4580.4483
363,4580.7178
364,4580.6335
365,4580.6885
366,4580.8154
367,4580.8167
368,4581.0242
369,4581.0242
370,4581.0260
371,4581.0163
372,4581.4968
373,4581.5129
374,4581.6074
375,4581.6599
376,4581.6392
377,4581.7729
378,4581.7729
379,4580.5316
380,4580.4514
381,4581.1133
382,4581.4770
383,4581.2881
384,4581.1488
385,4581.1475
386,4581.2435
387,4581.2447
388,4580.8509
389,4580.6263
390,4580.6198
391,4580.3249
392,4580.3930
393,4580.4444
394,4580.4481
395,4579.7642
396,4578.8155
397,4578.9766
398,4578.9215
399,4578.4899
400,4577.8614
401,4577.8634
402,4577.9426
403,4577.9821
404,4579.3664
405,4579.5291
406,4579.7149
407,4580.1276
408,4580.1252
409,4579.8604
410,4579.8604
411,4579.9918
412,4579.8858
413,4579.8901
414,4579.8958
415,4579.9275
416,4580.0110
417,4580.0110
418,4579.9890
419,4579.9829
420,4579.9785
421,4579.9785
422,4579.9785
423,4580.4559
424,4580.5921
425,4580.5902
426,4580.6750
427,4580.6706
428,4580.6706
429,4580.6730
430,4580.6709
431,4580.6510
432,4580.6314
433,4580.6358
434,4580.6314
435,4580.6334
436,4580.4092
437,4580.5046
438,4580.5452
439,4580.5563
440,4580.5471
441,4580.1403
442,4580.1403
443,4580.0866
444,4580.0360
445,4580.0496
446,4580.0044
447,4579.8826
448,4578.4014
449,4578.8181
450,4578.6745
451,4578.6657
452,4578.5565
453,4578.8301
454,4578.6271
455,4578.6842
456,4578.9581
457,4579.1472
458,4579.0127
459,4578.9015
460,4578.9058
461,4578.5737
462,4578.5781
463,4578.5319
464,4578.4957
465,4578.4913
466,4578.4944
467,4578.4985
468,4578.4941
469,4578.4839
470,4578.4791
471,4578.3692
472,4578.3824
473,4578.5901
474,4579.6970
475,4579.7866
476,4580.0145
477,4580.0190
478,4580.4331
479,4580.4375
480,4580.4331
481,4580.5562
482,4580.5048
483,4580.1635
484,4580.1944
485,4580.1785
486,4580.1256
487,4580.0068
488,4579.7301
489,4578.6782
490,4578.4043
491,4578.4036
492,4578.3797
493,4578.3937
494,4578.3967
495,4578.4011
496,4578.3950
497,4578.3872
498,4578.3745
499,4578.3755
500,4578.3694
501,4578.3738
502,4578.3856
503,4578.4694
504,4578.4650
505,4578.4694
506,4578.4694
507,4578.4575
508,4577.6061
509,4577.8577
510,4577.7710
511,4577.7730
512,4577.7547
513,4577.7730
514,4577.8100
515,4577.4515
516,4577.5657
517,4578.2553
518,4578.0092
519,4577.9975
520,4577.9820
521,4577.9877
522,4577.8798
523,4578.3994
524,4578.5005
525,4578.3296
526,4578.2875
527,4578.2875
528,4578.2919
529,4578.4101
530,4578.2650
531,4578.2630
532,4578.2630
533,4578.2535
534,4578.2555
535,4578.2555
536,4578.0469
537,4577.9875
538,4577.9590
539,4577.9634
540,4577.9601
541,4577.9473
542,4577.9473
543,4577.9641
544,4577.8629
545,4577.6544
546,4577.7774
547,4577.6693
548,4577.6649
549,4577.7555
550,4577.1854
551,4577.6480
552,4577.6436
553,4577.6381
554,4577.7757
555,4577.6174
556,4577.6117
557,4577.6117
558,4577.6302
559,4577.6345
560,4577.6346
561,4577.6060
562,4577.6557
563,4577.6557
564,4577.6543
565,4577.2127
566,4577.3314
567,4577.3300
568,4577.3388
569,4577.4642
570,4577.9405
